6259,7496,11680,999,4500
11091,7538,4396,6850,10618
10454,4108,1925,9357,1140
5689,6421,13090,1206,5636
5302,2398,1843,6735,35
11955,12989,10854,14464,9199
5618,518,10923,7314,6524
4894,9895,1794,1703,1213
12252,5242,10976,11680,9613
3545,12260,4307,6052,2702
13175,8851,13498,3680,1212
14048,13066,1699,777,4587
5925,9725,1158,10202,5137
3528,10012,11168,5282,3298
4520,4009,12456,11690,13114
1193,3872,3027,13831,5848
2747,14465,12615,4963,10850
13504,104,13261,12040,4511
11823,4465,6633,7856,12063
13498,13267,8851,5308,7137
13809,1266,14492,4500,7496
5539,2552,2954,2868,14258
9451,6117,10487,10356,9754
2732,12417,8196,12397,611
13761,2447,9613,3168,7053
4780,1509,1834,3516,3772
5957,5417,7652,7966,13226
6635,1179,12271,12153,11901
13402,10191,3871,9354,5488
5957,2887,9070,6314,13852
6949,6830,12679,6182,1230
5617,6869,8834,6701,7834
4812,9613,11680,11361,7053
7960,9760,13078,12942,7177
7424,8957,9155,10467,4374
4959,12228,11778,5104,5490
13309,8103,14388,12817,4374
4530,3180,4020,8959,4714
12730,4183,9680,11768,7567
6106,5232,13369,9832,14024
11424,7149,4498,6412,2215
6418,1835,10045,12593,4605
13126,3358,2963,13326,3951
6764,1348,10412,7537,7540
6764,1348,10412,7537,7540
12679,1230,13740,5184,12804
738,4826,13981,4191,2202
2470,2021,2015,9761,2110
10306,12307,8914,4390,9048
6379,8725,11410,4065,12585
4282,5997,11919,8060,469
4497,14370,336,3207,11217
719,3751,6996,6077,12977
4952,7509,5341,8760,4688
4894,11680,1790,12252,5242
13498,8851,9718,4136,10962
7381,9056,1302,2060,14094
6418,12688,4605,1828,592
8317,13219,10658,2995,1653
1266,4894,3795,11680,999
8803,10465,2461,7652,2205
12168,9263,12878,14166,6780
1638,833,6084,6799,490
2015,12525,2470,14064,4633
10927,1763,5905,3463,10363
6418,12688,4605,3782,6469
6863,8957,2024,13647,8103
7115,4466,9686,6884,200
7089,9072,518,2607,10953
1282,14154,10611,486,7528
11076,13844,10191,1577,8411
6140,1200,6569,4061,12741
9613,399,11680,12474,88
11629,13347,13658,1406,13974
1309,4374,7569,4954,4237
5351,11318,4418,7077,11209
3680,13175,14428,7137,419
11680,9613,14150,10976,102
8556,7769,1481,2888,2266
10462,13078,12209,11051,7960
9009,6413,2309,11699,10703
12618,3129,2998,4245,13808
7538,6823,11858,13422,722
7950,9199,10007,9452,11955
9613,7496,3168,4500,14375
13964,9978,11459,9401,9023
8667,10788,8172,675,2657
12252,11680,978,10976,5406
13310,11530,2024,8181,10967
1790,14076,11680,5083,999
722,7538,2025,11399,12397
8622,7405,4926,11492,9472
3729,11183,4959,11566,6380
10976,11680,102,14150,9613
11844,12919,9725,12346,8848
7454,3419,3232,13591,4071
8006,13091,9482,2354,13870
4042,4575,6795,13301,326
11680,9613,88,13867,5026
2036,4017,1988,10203,758
11770,2195,9807,8050,13523
11680,14375,1794,1978,5406
2607,13609,11446,7430,13453
2771,11680,12474,1978,65
14357,4581,6084,13407,4721
518,7809,5804,9447,14293
9613,10976,12252,12758,88
1645,2245,9056,7381,2060
41,5592,3358,7173,424
2563,12511,8527,12099,8082
6780,10109,6333,11249,4240
6001,9289,8101,12126,9234
11169,8097,7703,2982,5809
6418,592,2474,3782,4605
80,12645,7679,8061,4195
8252,8070,4633,7151,11869
8252,8070,4633,7151,11869
8252,8070,4633,7151,11869
6465,12256,3102,3385,9597
5492,8598,1164,1577,6134
2477,6067,4373,4591,11187
3673,4626,7730,3355,2592
8331,192,12695,11847,10544
8300,4679,8762,3954,9109
8300,4679,8762,3954,9109
4191,588,13652,5997,8060
9976,1201,5814,9389,7226
7014,12056,4314,2228,6980
7014,12056,4314,2228,6980
7014,12056,4314,2228,6980
3588,3168,1978,2281,91
3588,3168,1978,2281,91
4390,6448,12169,12350,11095
3680,10248,13498,6921,13175
10203,3138,12317,11975,13314
6106,8825,7270,4718,1036
592,6418,4605,12688,3782
8940,6484,10002,6238,927
2250,10642,9652,1045,3824
14003,541,4860,8006,1763
4281,6922,5481,9500,7918
13570,7263,9441,6324,790
7226,4178,5814,13076,3632
12804,6182,9686,3180,9934
11347,1717,10761,7527,4625
1717,11347,4625,7527,10761
4871,11706,8665,3356,5617
13516,10366,7651,11108,6949
91,5406,11441,1790,9613
5618,9758,518,11420,12717
7053,7496,9613,10532,4500
13761,2447,3588,11985,11441
9184,4207,4885,13882,1576
5835,2657,14038,4980,8172
12688,8564,6418,8306,4605
3437,514,6471,7779,12041
7939,13981,4030,13699,5738
14383,7285,5113,10863,286
5583,14077,13271,6062,2546
5848,7183,7266,5112,5474
5440,7467,7397,11793,4876
13181,722,7538,9919,2025
13181,722,7538,9919,2025
13181,722,7538,9919,2025
2023,4183,13117,11939,12685
13417,3470,2256,637,4374
4565,13498,14024,13312,1212
7759,9405,7382,6360,10798
360,12579,6797,2654,430
12999,1373,8444,2781,13516
10595,14006,14498,10416,7814
8085,13591,7454,13077,3058
1348,13906,3631,2244,9762
11566,9077,13699,7043,11183
610,2470,7535,14369,9468
610,2470,7535,14369,9468
14520,11636,14175,5243,7989
14520,11636,14175,5243,7989
9613,12252,1978,4500,4894
6091,6423,4143,12833,10452
14132,9981,7420,8215,14000
12489,14224,10718,12007,726
1722,11605,9072,12665,8111
8809,12468,1096,2006,6657
13366,5530,10465,9709,4390
9038,10023,8253,5778,12084
6030,14520,11636,6545,7596
6030,14520,11636,6545,7596
12577,13948,11799,4249,11302
27,13083,8271,14150,13847
6352,6379,6922,11486,7918
8172,13769,11636,7650,6240
10309,1988,11036,11507,9620
10079,9761,4633,4318,8252
10079,9761,4633,4318,8252
4046,2112,537,6631,1757
11701,4696,1341,1790,14076
3982,9929,102,4500,7752
9705,13997,6542,5816,2469
5406,11680,13083,2771,4812
10174,64,9811,1083,6816
14316,9797,9008,13921,3038
5338,4279,13224,162,1898
12324,72,10356,13147,1236
11893,7250,12978,12916,8089
2771,13083,12252,11680,5406
9320,13026,1964,9417,4951
12883,754,11194,785,351
10203,4017,117,12794,3138
10203,4017,117,12794,3138
4894,2908,1347,5316,9266
3861,690,9414,114,10998
902,12491,7604,1708,738
14279,7482,2500,7226,1288
4354,14383,13587,6670,13117
13902,6379,4976,6922,10907
11217,336,14370,14005,5263
8181,13634,13647,8957,10386
9518,4605,5974,5584,12824
6551,8888,12927,11826,12491
11228,3690,2620,1629,3217
11228,3690,2620,1629,3217
11228,3690,2620,1629,3217
11983,12439,7025,9754,11129
2309,13839,13609,10923,5618
7442,13545,6098,10631,8244
12716,11229,8880,7803,13151
3125,5842,520,8669,1422
10223,9744,12674,2342,12547
9283,6708,4248,2677,5222
522,12901,8252,4980,5835
522,12901,8252,4980,5835
6479,506,3078,12593,3431
7930,6084,12875,448,11430
5242,4894,9266,6883,9735
3655,588,12417,7942,547
111,4966,13369,5980,13402
10203,4017,3138,14025,117
13908,10637,10046,12410,10625
8858,10445,14286,13411,5361
3588,12428,5083,7496,4812
13387,8556,1802,2644,14304
11668,3787,11101,5615,10237
1159,12474,5712,8867,13083
10863,14107,14383,3886,286
11186,138,3394,3787,9882
6896,9661,2155,3957,9279
10518,10430,9760,6401,7960
4894,14150,10520,4696,102
707,2674,2177,7155,1934
13870,7538,8059,11399,4993
2707,14128,2753,5164,1517
11471,4482,8502,14,5363
8631,4899,7008,2624,6218
1271,6993,10344,4715,1514
2228,7439,2342,1081,12547
10976,1790,11680,7752,102
11668,6732,5959,4313,8405
3263,4591,1853,29,8213
3523,11588,13089,11236,1309
4565,8278,3680,10730,1212
11605,10640,11699,9072,6524
2890,5670,12478,10611,12979
775,8526,1127,5959,10842
12474,4500,102,3588,1172
4506,1336,4482,9324,13163
13978,8523,13679,6846,9683
10504,9696,11336,10601,9707
10504,9696,11336,10601,9707
11441,11680,1978,7496,12252
9933,10765,12521,3295,4436
632,6768,6322,13999,7940
4693,13770,7027,4547,435
1186,9441,7263,9382,2645
2518,6778,2544,9837,10183
675,8070,14363,1110,4561
4663,11152,5915,13650,11687
5426,347,6010,890,12233
4565,1357,10191,8164,13337
690,14065,3917,9414,10998
9845,3368,1438,12513,7865
151,11680,1978,5242,14150
11677,1309,4374,8957,4237
12768,102,9929,999,11003
3168,11441,2771,2281,999
3168,11441,2771,2281,999
3168,7526,9613,1092,7752
6084,12529,3031,1612,7911
3582,3516,4475,2587,1509
828,5957,1793,13501,13328
5440,803,6790,962,13879
3394,5340,2658,9834,3369
3642,1196,5988,3094,5740
6756,9755,11041,14171,13769
2931,1458,8743,683,642
10628,3886,286,14107,14282
7336,299,4038,1127,9657
2309,8684,14186,12692,4501
11680,1978,5406,13083,1790
315,6518,3928,5022,2809
7151,3159,7755,196,8866
4191,2320,588,8481,12417
10776,9176,4436,3939,9421
8848,3345,6140,10531,2227
178,7062,2309,10953,4501
3416,3082,12320,7555,13498
12871,8598,4343,4303,9532
5543,3258,1081,2427,2716
1469,10863,11374,10628,1566
10962,13498,3680,13175,14024
2588,5063,7488,6586,7448
4374,13634,1309,6044,8103
6701,6869,722,12280,4148
6701,6869,722,12280,4148
5443,3074,6421,1849,5601
7201,9315,1619,7044,2530
1324,10618,6140,12741,8837
5242,102,9597,88,341
11287,13188,5200,10316,2826
7430,4607,2309,13609,97
12967,5083,2585,4894,10976
8075,1828,8479,4605,9618
9471,4772,5106,3610,12968
6607,13980,10069,14022,10009
11596,9929,102,1159,2771
9613,10532,11680,14492,11441
5692,2181,2308,13021,5256
6469,3782,4605,2970,592
10366,11095,6949,12961,12172
7814,3774,2078,1334,13919
1110,2311,7911,3172,1893
1110,728,1925,13273,1972
91,2771,4705,12252,14150
13484,10829,4014,640,8262
178,2607,4929,518,9072
10373,4649,9933,502,999
3658,13971,5878,6437,3449
6261,12071,5137,3188,8825
3501,1036,10356,3725,705
14088,11195,5692,4237,1309
1666,4848,12688,7459,6773
8161,3082,13498,13312,8851
8006,13244,9482,9502,5456
8683,3782,6418,5775,14353
3017,11127,8642,12580,3356
6193,174,4640,8277,10158
13536,62,6387,903,9896
9686,1571,2913,11453,10183
10416,7814,8445,12474,2269
5805,425,138,12400,13456
12111,5534,4046,3095,13059
8796,11670,7672,1303,11156
3588,7496,13761,978,7053
4985,10462,11432,4021,10779
7516,190,10715,4074,6106
2758,7469,3705,12751,12389
10469,12593,13634,8957,8181
10491,7288,1309,12299,13263
11800,12057,4136,14059,8209
10854,7950,10007,10616,9452
5127,10465,11003,6776,894
4390,12594,13973,736,8823
11680,10976,9613,5406,4500
3632,7041,4481,962,2974
4894,11680,11361,978,13667
4547,7025,1999,14183,435
12938,3394,3012,3472,7494
6102,11501,14167,5636,8843
2375,8217,11314,5348,10293
3763,12593,2549,2985,11530
10520,9613,14492,11680,5406
646,10467,12253,8630,11530
2603,6518,3279,4120,12386
5242,11680,999,2771,13706
8070,8252,2302,5678,11329
10027,7508,3649,511,10981
6418,4605,592,8060,3782
9055,310,10223,14384,13113
8621,8523,4690,1246,10979
1915,14452,7551,11200,13696
10217,4538,1212,5049,13498
14515,5957,12138,5016,12419
4524,14065,200,11303,8638
13402,4966,11839,14507,12320
11076,4966,10191,13402,12320
13088,3822,627,13168,4779
8996,6084,5838,1560,9314
6337,11094,9305,9686,5084
9603,5838,3951,13067,6254
4055,5439,1564,4831,521
10459,5530,13366,10490,6518
1364,2060,454,9056,14393
10590,7773,11076,10784,414
7482,4221,1873,9263,10937
4396,13340,12280,8006,13934
9025,7008,9324,9385,4565
12549,4987,6754,2755,1413
3418,12806,5661,750,8792
5406,7398,4244,9929,14492
12468,14333,6657,10093,2055
11895,126,2002,11679,6960
6436,2963,6176,49,13365
12489,14224,10718,4182,12007
10167,10558,11679,126,12391
4260,8128,12942,9760,7960
5977,4390,12594,10265,11003
11095,12350,4390,13973,12307
12474,4812,11680,10976,12252
9125,12483,11771,11146,1715
13796,12884,4573,2167,13797
2993,2418,10387,574,3524
4539,12447,7526,1279,10290
3433,174,7806,9354,10158
10755,11668,4293,9975,4046
9072,10703,13091,2607,13609
13577,3082,4683,13609,5511
14003,1198,10067,4418,2113
14076,1790,11680,10976,4894
9686,7064,13909,12601,200
10042,5615,7336,8526,9036
3141,12174,12617,5566,8047
3141,12174,12617,5566,8047
4543,7769,12195,3072,8667
10067,6660,3679,13109,7077
1309,8595,8957,13647,11231
5242,999,4894,11680,1978
2968,1253,3685,10454,9774
7834,2874,13562,11884,3598
8959,13796,1173,4713,2789
3516,10482,5461,8800,2587
7126,4921,8757,8762,8115
14064,7755,5258,9468,9761
12140,4985,13579,4887,12948
3552,12307,11680,894,14150
3552,12307,11680,894,14150
962,13523,5806,2731,10027
4456,6379,8528,1354,80
6791,4808,13097,6743,6103
10103,1212,13498,7240,14024
906,4626,5681,3402,11193
12252,11680,88,9613,4705
4038,7814,8390,905,99
11109,7496,5242,10976,65
1430,987,5313,6233,11005
14212,5957,3529,4098,14530
8940,13222,10786,11166,3394
2689,13884,8595,1309,13982
8869,2142,9381,4652,2072
1152,3753,4131,9345,5630
11680,9613,88,10976,12252
5509,10356,6939,9721,13154
5464,5604,11275,4994,5549
4012,12658,11409,13531,3210
8405,604,7173,13217,9036
10976,13083,102,88,13667
10976,13083,102,88,13667
14280,1998,2548,5829,4781
5224,5620,482,4475,6404
2281,91,11680,5242,12252
3582,3516,2109,4475,7450
8462,5957,4427,1572,9243
6837,3820,14429,1607,14333
4436,9186,6426,8216,6331
1566,10863,286,10628,11374
8606,3705,4610,3244,1985
14336,7450,2038,1945,8916
2227,12249,2076,4240,7542
10133,6084,11053,9099,0
997,5426,9494,2092,3294
12688,3782,6469,4848,1769
12280,9060,6869,722,6380
6124,6007,13631,10854,11955
6146,10563,7626,5785,3077
6146,10563,7626,5785,3077
6146,10563,7626,5785,3077
14376,246,14225,10928,11119
10512,5875,1932,6868,7918
11117,5242,13083,1092,11032
8204,894,12594,736,9929
4249,3782,6418,12824,592
9369,2356,1486,6231,3493
738,9919,6812,3356,4871
12446,4980,11041,948,14297
2688,11935,10532,9929,14492
518,5618,9072,6524,11605
8708,5957,7410,11391,9744
3082,12027,1722,10561,11523
9009,9072,13609,2046,10923
4390,736,12594,12573,12350
3516,7450,3772,3582,8800
3465,6399,4442,4722,9592
1790,11611,10532,11680,14492
14286,365,14382,9522,10856
14539,325,9462,4187,3622
3352,10842,7336,5615,7494
10976,13083,9613,3588,11680
9484,3561,6655,10535,1761
6379,422,13468,6922,11516
592,14353,12688,7459,5756
4318,12584,7151,3280,11649
12758,13083,9613,11361,13667
559,12027,11488,13803,4090
2130,5099,4220,9878,1634
9838,3957,1372,6090,8249
1689,12099,3663,7957,9469
2771,91,10976,1764,12474
11442,11844,3658,12919,1260
9686,9147,10183,9450,88
11680,12252,9450,10520,88
13465,12290,13400,12303,7534
13181,2777,2868,7472,10402
4322,2022,13558,5754,4777
4322,2022,13558,5754,4777
7416,9691,11354,8049,12892
14511,12806,3319,10,956
2566,6084,1612,7911,3031
10886,13748,339,11682,12506
4471,12773,2137,4128,4295
3935,2470,2467,4593,7151
3935,2470,2467,4593,7151
4485,102,14150,10976,11680
12758,91,3588,2767,6353
12758,91,3588,2767,6353
2326,11530,1309,4374,10461
12343,12688,8306,460,6469
8616,13647,13634,8957,5268
13048,585,3776,4314,13072
2271,229,7487,7936,13491
5964,14304,9023,7569,4522
2459,7173,7336,7494,8526
3595,2093,8207,2370,1303
4464,9774,9613,10532,4500
13346,10220,639,11669,9109
10884,640,9702,810,2275
13720,7505,5608,10077,4139
13424,6379,14217,9147,13468
592,4605,6418,12688,6469
3068,2036,6184,10693,3466
9964,9726,635,7939,14148
12569,1626,505,9359,6542
7066,3401,4539,998,7083
3017,3842,12718,722,5633
7405,7357,4377,1154,3487
5789,13803,534,6140,11545
4565,13498,13175,3680,10962
10918,7250,1581,7431,7151
604,8526,13011,12938,7494
5957,4722,1781,6399,7967
9324,4482,4722,9385,7027
8103,11459,237,8181,2985
8870,5921,4522,7569,8423
3410,7439,7659,1081,1651
5083,4696,2447,9981,11257
9686,7064,6830,2518,200
5508,11419,9343,1180,5119
5508,11419,9343,1180,5119
13847,13083,7752,102,10976
10787,6898,8642,10097,13181
10787,6898,8642,10097,13181
5906,317,2023,182,8101
8794,5418,5485,785,12447
10707,5921,14388,11530,13161
11437,6084,4976,4481,8089
6846,6512,10786,9501,3951
14023,506,11530,2024,12788
2771,11361,102,5406,4594
5502,7382,4272,5214,9405
4476,939,9597,11441,9427
4970,12481,12599,6919,14243
10623,1809,7939,13954,13109
5301,848,11611,1502,2911
8061,3436,8356,11439,12328
2442,10520,999,4812,12606
3107,5850,12491,6849,11484
7535,9023,7435,9978,9617
10415,9502,7926,10356,11115
8308,12641,12034,9485,11758
593,14533,5543,5916,9279
9764,8579,43,3597,9270
14224,11083,2972,12007,12489
10520,870,11254,514,9613
3166,9354,5488,10947,4966
13331,2604,22,11471,1345
7109,6418,12688,6469,4605
11361,14150,4812,4894,9613
2889,6489,11214,5671,9905
8179,11543,13579,5861,381
465,12115,176,571,11779
14268,10001,11535,9647,7814
14325,6922,13272,3674,11591
65,2771,11109,11441,4880
3168,5406,102,4705,7752
1146,6756,2323,4889,3996
3249,4506,8502,1036,1904
10158,4640,14318,13844,10191
13844,10158,7806,8411,3166
13420,13484,1309,6232,7336
6421,9686,6578,3403,1571
2825,1360,12123,7620,13193
11794,7526,722,14076,10520
425,1055,4150,2963,5805
1501,13224,1898,162,4279
7115,6763,6465,2569,7350
4765,8866,7482,7343,795
4825,14388,11530,4374,9155
14133,588,12578,13760,848
7593,3472,7494,11609,13812
11143,13060,6759,5127,10886
5288,8354,710,2740,4561
894,10521,8823,13299,4775
6503,6379,6922,11486,3037
10515,7430,2309,13109,10636
1067,5930,5082,5130,14407
13225,14016,12855,995,1697
9682,5204,14194,833,9294
977,14529,14076,4894,7108
9430,7435,4522,4374,10081
6827,11244,220,11628,11373
2008,8308,8792,12641,624
3457,1343,12591,13082,3623
3951,2963,13326,3358,49
1544,11747,2005,1981,1244
5534,69,12111,3095,9975
2418,2993,4276,10387,6233
4017,10203,2036,3542,1745
4017,10203,2036,3542,1745
4017,10203,2036,3542,1745
4017,10203,2036,3542,1745
4017,10203,2036,3542,1745
1530,6421,11352,12846,3074
999,12252,13847,2771,10976
10284,3967,8858,4292,4763
10306,5530,6518,4824,6772
10686,1134,1720,9945,7275
10520,4705,91,10976,14150
10520,4705,91,10976,14150
13312,1212,3680,7137,14024
11127,6701,8642,7834,5594
12498,6181,6384,2386,9726
11680,10976,5083,4894,13083
1719,9974,3581,11065,14480
4295,12773,632,7126,2879
1636,13906,14314,3153,7890
13175,8851,7837,13498,13312
8172,5564,2657,8252,3649
8172,5564,2657,8252,3649
8172,5564,2657,8252,3649
8430,12962,11200,8283,12562
5077,2311,1310,10143,179
12511,10626,3608,3663,12099
9064,11548,2804,8140,2117
11680,11361,10532,88,9613
11969,3189,337,2968,7717
5534,10118,3095,13505,6366
11530,14388,8181,4374,2758
8409,10242,10736,4963,6084
121,4522,8933,9023,9979
4715,12316,14032,2309,3921
13844,9354,7806,12320,10158
6731,1052,1206,9934,3074
10821,11109,4705,399,11680
10143,5759,13017,4704,3367
13831,12367,13023,2415,6921
12679,2518,11967,7064,4326
1828,592,6469,4605,1506
11432,2926,9140,5559,4985
11260,6084,10242,10076,12587
7494,3819,13651,3394,11609
6344,8752,9818,7326,1204
9072,9756,2864,12976,178
13121,2687,13355,12027,7797
4980,13297,10463,3246,6267
9937,13231,11187,3278,8610
4360,6518,14138,12252,6777
5502,4307,12260,14323,2166
11636,14520,6240,8172,5241
3195,12527,478,13857,8652
9354,4966,111,7356,174
2036,10203,4112,3138,10162
2793,6379,6922,9147,11486
5740,10830,8959,774,2405
1501,3775,9566,9760,14303
3582,3516,8893,8040,2038
13634,8181,11530,13647,12238
6590,8957,2024,8181,13647
4374,9786,9155,11530,14388
11680,88,7752,999,2281
12641,12806,8342,3826,3418
9468,9617,1035,8423,4522
13844,9354,13402,5980,111
758,12794,2036,10203,117
9462,13302,7293,2884,12225
7212,4705,10821,6875,102
2702,7852,6879,444,11946
3782,9518,12688,11658,6469
69,7131,13080,9001,11466
4878,2905,12943,6575,2616
4878,2905,12943,6575,2616
10518,10430,7034,7960,9760
14462,1266,9929,739,4
4693,13770,8895,13922,10658
10923,12717,5618,518,7005
13886,435,11478,1348,13732
9912,1462,8006,9964,435
12717,518,2309,9517,9226
4605,3782,6469,6418,592
4894,7814,2158,3795,9735
7508,962,11216,11492,5806
2447,7496,4696,739,4812
7752,102,11680,14150,9613
3984,6469,6418,3782,4605
518,3970,14186,7286,11420
5586,4143,92,11768,1927
9792,5152,12804,12601,13909
3516,4475,5224,10367,10498
2518,12503,9305,10194,11148
2518,12503,9305,10194,11148
2518,12503,9305,10194,11148
2518,12503,9305,10194,11148
7113,10564,5778,11564,8253
11280,7542,1785,8509,6043
12787,5959,13505,13059,6846
7752,14076,3279,12447,5124
4322,14025,1134,7645,12143
9688,6483,14295,506,2024
13646,11823,9805,12921,1013
8061,287,3325,11834,6090
2522,518,11639,4929,12976
11361,999,4812,12758,88
10818,2790,7066,2386,1416
11091,7538,4396,6850,10618
890,3166,7254,13369,8411
7083,2202,11386,8782,469
7083,2202,11386,8782,469
10697,1309,2644,8957,4374
6345,10089,840,2043,11481
4237,13178,37,10940,1165
7814,1159,1151,5099,10416
13876,3277,13244,4084,9077
5230,2232,7814,64,8818
5231,1309,9617,8957,7878
4944,1185,1654,3117,10349
14046,5794,2985,4610,1376
11823,4465,6633,7856,12063
9525,10758,8621,1246,10116
10504,8129,5434,12409,990
8851,6921,3573,13498,7877
2732,12417,8196,12397,611
13761,2447,9613,3168,7053
871,1476,9764,9121,3948
9982,3775,9473,13078,1515
13742,7529,10051,4399,11104
2459,9001,13651,3472,11668
13208,11840,11973,1586,3234
11680,13083,5242,4500,7496
4561,9146,4593,13388,6334
11179,1309,12817,11530,8181
1492,6789,4734,6712,673
12350,5084,2908,200,12601
394,4064,4128,2209,8401
8668,7170,11280,776,13526
7067,12923,145,14250,14140
8306,592,6418,3813,4605
738,4826,13981,4191,2202
12252,9613,11680,13667,13083
4282,5997,11919,8060,469
1583,506,14172,13982,9155
3657,864,3800,12324,4708
11530,4374,13774,9921,14304
9009,10703,4366,6413,11605
8962,14258,13501,3761,5957
8117,4385,8396,6846,1839
5152,14084,7039,3423,14221
13498,4565,5524,9718,2415
8526,9036,1048,7173,1140
6418,3782,4605,6469,12688
1773,7538,1740,7580,13340
11504,6379,12804,6922,2246
5046,2935,1843,6836,5335
939,14102,10796,4532,11363
11763,6084,11816,486,13313
460,6418,5038,6314,4605
11342,3152,12772,13492,4128
2023,7406,9289,2538,7152
11312,4374,506,9155,5921
1849,11535,13909,1814,2219
10337,9823,222,6084,1505
2309,13609,11639,7430,7800
13384,4633,10797,11763,3246
7699,8103,506,13634,8181
506,7048,8181,13647,1309
1304,8991,2251,13045,14433
1343,13309,13723,6612,10802
9630,12315,9701,11735,8070
7498,7847,9324,4482,11761
